,Unnamed: 0,word_us,word_length,n_phon,nonword,n_phon_nw,ipa_words,ipa_nonwords,ipa_words_shuffle_0,ipa_nonwords_shuffle_0,ipa_words_shuffle_1,ipa_nonwords_shuffle_1,ipa_words_shuffle_2,ipa_nonwords_shuffle_2,ipa_words_shuffle_3,ipa_nonwords_shuffle_3,ipa_words_shuffle_4,ipa_nonwords_shuffle_4
8972,8972,taint,5,4,taits,4,teɪnt,teɪts,ettnɪ,teɪst,tentɪ,tteɪs,ɪetnt,tɪest,ttneɪ,stteɪ,ttɪen,teɪts
8973,8973,take,4,3,tade,3,teɪk,teɪd,ɪetk,detɪ,ktɪe,edtɪ,ɪket,ɪedt,etɪk,ɪetd,kɪte,tdɪe
8974,8974,taken,5,4,tokif,5,teɪkən,tɑːkɪf,ɪtəekn,fːɑtɪk,tnekəɪ,ːtɪkɑf,əetknɪ,ːɪftɑk,tknəeɪ,tɪːkfɑ,ɪntkəe,tːɪfɑk
8975,8975,talent,6,6,tolert,6,tælənt,tɑːlɚt,ənlttæ,ːtltɑɚ,lætətn,ltːɚɑt,nəlætt,lːtɑtɚ,lætənt,ɑɚtːlt,təælnt,tɚtɑːl
8976,8976,talk,4,3,tarm,4,tɔːk,tɑːɹm,ːtkɔ,ɹɑtːm,ːɔkt,ɑmːɹt,ːtɔk,tmːɑɹ,kɔːt,tɹɑmː,ːkɔt,mɑːtɹ
8977,8977,talkative,9,7,talkomive,7,tɔːkətɪv,tɔːkəmɪv,kɔəvːttɪ,ːtəvmkɔɪ,tːtvɔəɪk,əɔkvtmːɪ,təɔːtɪvk,tɔkməːɪv,ktɔɪtəːv,kɪəːɔvtm,tktəɪːvɔ,ɔkvmtːəɪ
8978,8978,tall,4,3,tain,3,tɔːl,teɪn,tlɔː,ntɪe,ltːɔ,eɪtn,ɔlːt,ntɪe,ltɔː,enɪt,tlːɔ,nɪet
8979,8979,tambourine,10,8,tambearane,8,tæmbɚɹiːn,tæmbɛɹən,ːniæbɚtɹm,ɹməænɛtb,tiæmːɚnbɹ,tbɛæəmɹn,ntːɹɚbmæi,bətnɹɛmæ,mːbtiænɚɹ,æɹɛəbtnm,æɚinmːbɹt,bnmtɹɛəæ
8980,8980,tame,4,3,jame,3,teɪm,dʒeɪm,temɪ,deɪʒm,ɪemt,ʒɪdem,meɪt,ʒɪmde,mtɪe,eʒdɪm,temɪ,ɪmeʒd
8981,8981,tan,3,3,tam,3,tæn,tæm,ætn,tæm,tnæ,ætm,tnæ,tmæ,ntæ,mæt,tnæ,mæt
8982,8982,tang,4,3,tave,3,tæŋ,teɪv,tæŋ,teɪv,æŋt,tvɪe,ætŋ,vteɪ,tŋæ,tveɪ,tŋæ,teɪv
8983,8983,tangent,7,7,tongint,7,tændʒənt,tɑːŋɡɪnt,ʒnænəttd,nːttŋɪɡɑ,ætʒndətn,nɡɪŋttɑː,təæntdʒn,ɑŋːtnɪtɡ,tdənætnʒ,ːttnŋɡɑɪ,ændʒtənt,ɡnŋɪːɑtt
8984,8984,tangerine,9,8,tangorane,8,tændʒɚɹiːn,tæŋɡɔːɹeɪn,ːʒdnænitɚɹ,ɹɪnɔeæŋɡːt,ɚinænʒːdɹt,ɔɹtæeɪnːŋɡ,dtniæɚɹnːʒ,nɹɡɔæːtɪŋe,tndːʒæɹɚni,ŋnɔæɹːtɪeɡ,nʒɹæːidɚtn,ɪŋtneːɹɔɡæ
8985,8985,tangible,8,8,tangorle,8,tændʒɪbəl,tæŋɡɔːɹl,dɪləæbʒnt,ːɔæɹlŋtɡ,nəætdblʒɪ,ɔːɹlɡŋæt,ælʒtdɪnəb,ætɔɡlːɹŋ,tɪʒlbædən,ːɔtlæŋɡɹ,əbnʒdɪltæ,tæɹɔɡːlŋ
8986,8986,tangle,6,6,tongly,5,tæŋɡəl,tɑːŋli,ləɡŋtæ,ilːtɑŋ,ɡŋæltə,ilŋːɑt,lŋɡətæ,ɑːŋlti,ltæɡŋə,ːɑlŋit,æɡtləŋ,ŋːlitɑ
8987,8987,tango,5,5,tongu,5,tæŋɡoʊ,tʌŋɡuː,ʊɡtæŋo,tŋːuʌɡ,ɡŋæʊto,tːuʌɡŋ,tæŋʊɡo,ɡutŋʌː,otɡæŋʊ,ʌɡŋtːu,ŋʊotɡæ,ːɡŋutʌ
8988,8988,tank,4,4,toink,4,tæŋk,tɔɪŋk,ktŋæ,tɔŋkɪ,æŋkt,tkɔɪŋ,tæŋk,ŋɔkɪt,tæŋk,ɪktŋɔ,tæŋk,ŋtkɔɪ
8989,8989,tanker,6,6,tonker,6,tæŋkɚ,tɔŋkɚ,æɚŋkt,ktŋɚɔ,æŋɚkt,ŋɔkɚt,ɚŋækt,ɔtɚkŋ,ɚkŋæt,tŋɚɔk,kŋæɚt,ɚŋtkɔ
8990,8990,tanner,6,5,taffer,5,tænɚ,tæfɚ,tnæɚ,ɚfæt,ntæɚ,ætɚf,nɚtæ,fæɚt,ɚænt,æfɚt,nætɚ,ætfɚ
8991,8991,tantalize,9,7,tantolaze,8,tæntəlaɪz,tæntəleɪz,tzlnaəɪtæ,əeɪlzætnt,tɪtlaəæzn,tæzɪtelnə,latzntəæɪ,etzntɪlæə,æaəzɪntlt,tɪæltəzne,əɪænatlzt,ɪəænttzel
8992,8992,tantrum,7,7,tuntoom,6,tæntɹəm,tʌntuːm,ntæəɹtm,tʌunːtm,nttæəɹm,tːtmuʌn,tɹmnətæ,ːnumttʌ,əɹtænmt,mːnuttʌ,ætɹntmə,ːmuʌtnt
8993,8993,tap,3,3,tach,3,tæp,tæk,ætp,ktæ,tpæ,tkæ,tæp,ætk,æpt,ætk,pæt,kæt
8994,8994,tape,4,3,tage,3,teɪp,teɪdʒ,ɪpte,ʒɪdet,tpɪe,etɪdʒ,ɪtpe,eɪdtʒ,tpɪe,edʒɪt,eɪtp,edtɪʒ
8995,8995,tapeworm,8,7,tanewort,7,teɪpwɜːm,teɪnwɔːɹt,tmɜːpewɪ,ːnɔɹetwɪt,twpɪeːɜm,tɔetnwɹɪː,wɜmpteɪː,wnɹeːɔtɪt,pːɜɪmewt,wtnɔeːɪtɹ,tɜpɪmweː,tɪwetnɹɔː
8996,8996,tapioca,7,7,tapiola,7,tæpɪoʊkə,tæpɪoʊlə,tpkɪʊoəæ,ətɪoælʊp,əkpoʊɪæt,poətʊæɪl,æoɪpkətʊ,təlɪoʊæp,pəʊæktoɪ,ʊloɪptəæ,əktpæɪoʊ,lpɪʊotæə
8997,8997,taps,4,4,tadge,3,tæps,tædʒ,tsæp,ʒdtæ,sæpt,æʒdt,stpæ,ʒdtæ,sæpt,ʒtæd,tæsp,ætʒd
8998,8998,tar,3,3,ter,3,tɑːɹ,tɜː,tɹɑː,ːɜt,ɑtɹː,tɜː,ːɹɑt,ːɜt,ɹɑːt,ːɜt,tɑɹː,tːɜ
8999,8999,tardy,5,5,turpy,5,tɑːɹdi,tɜːpi,ɹɑdiːt,ɜːtip,tɹɑdiː,ptːɜi,iɑdːtɹ,ːɜpit,ɹtːɑid,ɜːpti,tːiɹdɑ,tiːpɜ
9000,9000,target,6,6,tancet,6,tɑːɹɡɪt,tænsɪt,ɹtːɑtɪɡ,sɪtænt,tɪtɡɑɹː,ɪnsttæ,tɪːtɹɑɡ,æntɪts,ɡɹːtɑtɪ,ɪætstn,ttɹɪːɑɡ,ænsɪtt
9001,9001,tariff,6,5,turaff,5,tæɹɪf,tjɚɹæf,ɪɹftæ,tfɚɹæj,ftɹɪæ,æfjtɚɹ,tfæɪɹ,fɚtɹjæ,ɪæɹft,jæɹfɚt,ɪtæɹf,tfɚɹæj
9002,9002,tarnish,7,6,tanmish,6,tɑːɹnɪʃ,tænmɪʃ,nʃɪɑɹːt,ɪʃmænt,ʃɑtnɹːɪ,næɪtʃm,ɑtɹɪnːʃ,æʃnmɪt,ɑʃɹɪnːt,æʃnmɪt,ʃɑɪnɹtː,ʃtænɪm
9003,9003,tart,4,4,tarze,4,tɑːɹt,tɑːɹz,ɹttːɑ,zɑːɹt,tɹɑːt,zɑːɹt,ɹttɑː,ːtzɑɹ,ɑːɹtt,zɑtːɹ,tːɑtɹ,ɑːɹtz
9004,9004,task,4,4,tisk,4,tæsk,tɪsk,tsæk,kstɪ,æstk,sɪkt,tkæs,sktɪ,tksæ,kstɪ,tæks,stɪk
9005,9005,tassel,6,5,tarrel,5,tæsəl,tæɹəl,ætləs,ltæɹə,stləæ,tlɹæə,slæət,lɹæət,sltəæ,əɹlæt,ælstə,tlɹəæ
9006,9006,taste,5,4,taids,4,teɪst,teɪdz,ɪtets,tdzɪe,sttɪe,ɪzdet,tseɪt,ɪdetz,ɪetts,dɪtze,tɪset,dtzeɪ
9007,9007,tasty,5,5,tusty,5,teɪsti,tʌsti,ɪttise,ʌtsti,ttesɪi,siʌtt,stiteɪ,ttʌis,sttɪei,istʌt,ɪsteti,ttisʌ
9008,9008,tattle,6,4,tapple,5,tæɾəl,tæpəl,əɾlæt,tlæəp,ɾtlæə,æltəp,æəɾlt,əptæl,əlæɾt,lətæp,æəɾtl,tplæə
9009,9009,tattoo,6,4,tappoo,4,tætuː,tæpuː,æːutt,tæuːp,ːtæut,uːtæp,utætː,ːtæup,uːttæ,utæpː,ttːæu,uːætp
9010,9010,taught,6,3,taunch,4,tɔːt,tɔːntʃ,ttːɔ,ɔnːʃtt,tɔtː,ːttnʃɔ,ɔttː,ːɔtnʃt,tːɔt,ːʃɔttn,ttːɔ,tɔːnʃt
9011,9011,taunt,5,4,toont,4,tɔːnt,tuːnt,ttnːɔ,utntː,ttnɔː,ttːnu,nːɔtt,ːntut,ːɔtnt,tntuː,tɔːtn,utnːt
9012,9012,tavern,6,6,toverd,6,tævɚn,toʊvɜːd,nɚtæv,ːɜdoʊvt,tvænɚ,oʊtdɜːv,nvɚtæ,toʊɜvːd,ænɚtv,ʊːovɜtd,nɚtæv,tovʊːɜd
9013,9013,tax,3,4,toox,4,tæks,tuːks,æstk,usːkt,kæst,stkuː,sækt,suktː,tksæ,ukːts,æskt,ːuskt
9014,9014,taxation,8,8,taxorion,9,tækseɪʃən,tæksɔːɹiən,ætɪəesnkʃ,siɔːkæntəɹ,sæɪenəktʃ,snkætɔːiəɹ,snɪæʃkəet,æəiɹnɔstːk,ɪkʃəesntæ,ɹɔəsntːiæk,æəʃketnsɪ,ːɔiktnəɹæs
9015,9015,taxi,4,5,toxa,4,tæksi,tɑːksə,æksit,ɑskːtə,sikæt,sːtɑkə,ætski,ɑːksət,kistæ,əkːtsɑ,stæik,əːkɑst
9016,9016,taxicab,7,8,taxocub,8,tæksɪkæb,tæksəkʌb,tksæɪbkæ,səʌæbkkt,æɪktkæbs,kkʌtæbəs,sæækbktɪ,sbkʌkəæt,kæɪbsækt,stkkbʌəæ,ɪæsbæktk,kæsəʌbkt
9017,9017,taxpayer,8,8,taxmayen,8,tækspeɪɚ,tæksmeɪən,sætɪeɚkp,estkənæmɪ,æpɪsteɚk,eɪstmnkæə,sɚpɪkæet,məktæenɪs,eɚpɪtksæ,nsteæəkmɪ,ɚɪsepækt,nkmɪtsæeə
9018,9018,teach,5,3,toash,3,tiːtʃ,toʊʃ,ittːʃ,ʃoʊt,ːʃtit,oʃʊt,iʃttː,ʊʃot,ʃːtit,tʊoʃ,tʃtːi,otʊʃ
9019,9019,teacher,7,5,toachen,5,tiːtʃɚ,toʊtʃən,ʃttɚːi,tonəʃtʊ,ɚʃtːti,əʃtʊont,ːɚttʃi,ʃəʊttno,itɚʃtː,təʃʊotn,titʃːɚ,tʊtonʃə
9020,9020,team,4,3,tierf,4,tiːm,tɪɹf,ːmti,ɪɹtf,imːt,fɪɹt,ːitm,tɪfɹ,ːimt,ɹɪft,imtː,fɹtɪ
9021,9021,teammate,8,6,toommard,7,tiːmeɪt,tuːmɚd,tiːɪemt,ːmtɚdu,ietɪtmː,udtːɚm,tːtieɪm,dɚumːt,mteiːɪt,udmɚːt,mtːtɪie,mːtɚud
9022,9022,tear,4,3,tead,3,tɪɹ,tiːd,ɹtɪ,tidː,tɪɹ,tdːi,ɹtɪ,tiːd,ɹɪt,ːitd,ɹɪt,dːit
9023,9023,tease,5,3,tures,5,tiːz,tjʊɹz,tːzi,zɹʊtj,ztːi,tjzʊɹ,ziːt,ɹtjʊz,zːti,ɹzjʊt,ztːi,tʊɹjz
9024,9024,teaspoon,8,6,terspeen,7,tiːspuːn,tɜːspiːn,tːsiunpː,pːnitːsɜ,sutpːinː,tɜspiːnː,iːtːpsun,ːnsɜptːi,ːpːniust,ːɜitːnsp,ːtsniupː,isːnːɜtp
9025,9025,teat,4,3,tiat,4,tiːt,tiːət,itːt,ːətti,tːit,ətiːt,ttːi,ətiːt,ttiː,tːəit,titː,tːəti
9026,9026,technical,9,8,technoral,8,tɛknɪkəl,tɛknɚɹəl,ənltkɪkɛ,tɛləkɚɹn,əkkɪɛntl,ɛtlkɹnɚə,kɪəlkntɛ,əkɚɛtlnɹ,nəlkɪtɛk,ɹnlɚtəɛk,əɪtkkɛln,ltɹɚkənɛ
9027,9027,technicality,12,11,technicolary,11,tɛknɪkælᵻɾi,tɛknɪkoʊlɛɹi,ætɾɪᵻknkliɛ,oklɛʊtɛɪiknɹ,kktɛɾilɪæᵻn,kɛkʊntoiɪɛlɹ,ɛlᵻætɪknkiɾ,ɹitonlkʊɪkɛɛ,ɾkiɪknɛtlᵻæ,kɛiɹotɪkʊnɛl,nltkæᵻɾiɛɪk,nɪoiɛɹlɛtkkʊ
9028,9028,technician,10,8,technorian,9,tɛknɪʃən,tɛknɔːɹiən,ʃtɪɛkənn,ɔiːnəktɛnɹ,ʃəɪknɛnt,kɹtiɔɛənnː,ntʃɛɪkən,ikɛɹːnnɔtə,təknnɪʃɛ,ɹənikɛːtnɔ,kəɛɪntnʃ,iənːɹktɔɛn
9029,9029,technique,9,6,tertnoque,7,tɛkniːk,tɜːtnoʊk,iktːkɛn,ntʊkːoɜt,inːkkɛt,ːtktnoɜʊ,ɛinkːtk,ttːokɜʊn,kːinkɛt,kːnɜtoʊt,kɛkntiː,kottʊːnɜ
9030,9030,technological,13,12,technolagoral,12,tɛknəlɑːdʒɪkəl,tɛknəlæɡɚɹəl,tʒːəəklɛlknɪɑd,ɹɚɡətənlæklɛ,ɑdlɛɪnktəːʒəkl,ɛəɹlətlkɡnɚæ,nədɛlkɪkːɑlʒət,ælɹkəɛləɚtɡn,kkɛədʒllətɑnːɪ,ətləɹælnkɛɡɚ,ʒklnɪɑtldkɛəəː,ɹnɡɛtlæəɚklə
9031,9031,technology,10,9,technilocy,9,tɛknɑːlədʒi,tɛknɪlɑːsi,ɑdiʒəknɛlːt,nɪtlkɛsːiɑ,knldiʒtəɛɑː,kitɪɛnslɑː,inːɛɑdlkʒtə,nitːsɪlkɛɑ,nkɛːltəiʒdɑ,ːɪknitlsɛɑ,tɛɑkːʒədlin,knltɑiːsɛɪ
9032,9032,tedious,7,6,tecioos,6,tiːdiəs,tɛsɪuːz,sidtiːə,ːɪɛsuzt,iiəsːtd,uːɪɛszt,sːtiidə,ɛːzɪtus,tiədsːi,szɛuɪːt,itiədːs,usɪːtzɛ
9033,9033,teen,4,3,tien,4,tiːn,taɪn,ːitn,tɪna,tinː,ɪnat,niːt,nɪat,tːin,ɪatn,niːt,anɪt
9034,9034,teens,5,4,tiens,5,tiːnz,taɪnz,ːtzni,azntɪ,nːzti,ztnɪa,ːnitz,ɪatzn,tːinz,ɪzatn,tːnzi,zntaɪ
9035,9035,teeny,5,4,toomy,4,tiːni,tuːmi,nːiti,uːmit,itniː,ːmtui,inːit,tmiːu,tiiːn,umtːi,ːniti,ːtmui
9036,9036,teeth,5,3,toath,3,tiːθ,toʊθ,iθtː,oʊtθ,θtiː,oʊtθ,iːθt,oθʊt,tiθː,tʊθo,tθiː,ʊoθt
9037,9037,telecast,8,8,telocist,8,tɛlᵻkæst,tɛləsɪst,ɛᵻlætstk,tɛsɪtəsl,ɛltæᵻtks,lsəɪtstɛ,æktsᵻɛtl,əɪtɛtlss,ᵻlɛksætt,ttsɪɛəls,ᵻæstktlɛ,lɛtsəstɪ
9038,9038,telecommunication,17,16,telecompuribation,17,tɛlᵻkəmjuːnɪkeɪʃən,tɛlᵻkɑːmpjʊɹɹɪbeɪʃən,julʃkːᵻəketɪnəmɪnɛ,ʊɹmɪnltɪᵻjbɹəpʃɛeɑkː,ueəɪnɪljːkmknᵻɛʃət,eɹjpːtbɪʊɑᵻʃəɛɹlmnɪk,ʃɪɪeᵻnuəːnkəmltjɛk,əʊɹeᵻkːnɹpbɛjmtɑɪʃlɪ,nʃᵻəɪnkɛlɪtjekuːmə,mᵻlʃkɹɑpːɪɹʊbəɪɛjnte,uɛməʃeːjɪnkknᵻɪltə,jmɪəntkɹʃblpeːɪʊɛᵻɹɑ
9039,9039,telegram,8,8,telogrim,8,tɛlᵻɡɹæm,tɛlɑːɡɹɪm,tmɛɹɡᵻlæ,lɹtɪɡːmɛɑ,tɡɹlᵻɛæm,ɛɑɪlmːɹɡt,æᵻlɹɡtɛm,lmɑːɡɹtɛɪ,lɛɹɡtmæᵻ,ːɛlɑɡɹtmɪ,ɡlᵻæmɹɛt,ɑɪɡlɛɹmtː
9040,9040,telegrapher,11,10,telermaphic,9,tɛlᵻɡɹəfɚ,tɛlᵻəmæfɪk,ɡəᵻlɹftɛɚ,fmltɛəᵻækɪ,ɡfɛɹətɚlᵻ,kltɪfmᵻɛəæ,tɹfɛləɡɚᵻ,ɪfɛæməktlᵻ,tɹlᵻɛəfɡɚ,fæmɛᵻkəɪlt,ɹftəɚlɛɡᵻ,ɛəlæᵻftɪkm
9041,9041,telegraphic,11,10,teletrastid,11,tɛlᵻɡɹæfɪk,tɛlᵻtɹæstɪd,tkɛɡælɪɹᵻf,tlstᵻæɹɛtdɪ,æklfɛɹɡᵻɪt,ɪtdtæɹsɛltᵻ,fkɹætɡɪlɛᵻ,lᵻdɪsɛtɹtæt,ɹfæɡlᵻɛkɪt,ɛtdttslæɪɹᵻ,æɪfɛktlɡɹᵻ,dɛætsᵻtɪtɹl
9042,9042,telepathy,9,8,telerachy,8,təlɛpəθi,tɛlᵻɹæki,θələiɛpt,tᵻikɛɹæl,ilpətθɛə,ᵻɛilkæɹt,tθpəɛilə,tkiɛɹᵻæl,iɛpθlətə,ɛkltæᵻiɹ,ləiɛtəθp,ᵻltkɛiæɹ
9043,9043,telephone,9,7,telophane,7,tɛlᵻfoʊn,tɛləfeɪn,lʊftɛnᵻo,ɪtlɛneəf,oᵻtnlɛʊf,leftəɛɪn,ɛlfoʊᵻnt,teɛənlfɪ,ɛltʊfnᵻo,flɛtɪeən,ntoɛflʊᵻ,efltɪɛnə
9044,9044,telephonic,10,9,telepronac,10,tɛlᵻfɑːnɪk,tɛlᵻpɹɑːnæk,lɑkᵻɛnfɪtː,kᵻænpɹɑlːtɛ,tːᵻɪɑklnɛf,tpɛkɑɹᵻːnlæ,ːkᵻltɪfɛɑn,nːkᵻpɛtɹɑæl,ɑlɪnːfɛkᵻt,pːɹkɛnæᵻtɑl,nᵻɛɑltfːɪk,tːkpnlɛɹᵻɑæ
9045,9045,telephoto,9,8,telephiro,8,tɛlᵻfoʊɾoʊ,tɛlᵻfiəɹoʊ,ʊɛooʊᵻɾtlf,ɛᵻoiʊtlfɹə,ᵻɾoʊɛolʊft,ʊftɛiəloᵻɹ,ʊotlɛᵻɾfoʊ,lʊɛəotfiᵻɹ,ɛlɾʊᵻotʊfo,ltɛifɹᵻʊoə,oɾɛʊᵻlʊfto,ilotəɹfᵻʊɛ
9046,9046,telescope,9,8,teloscape,8,tɛlᵻskoʊp,tɛləskeɪp,ᵻlsɛtʊopk,ɪltpkəɛse,ʊsᵻltkoɛp,spɪeɛəlkt,ʊspkoᵻtɛl,septɛɪklə,ksᵻoltʊpɛ,əlɪkpseɛt,ɛlpʊtksoᵻ,ltɛəɪkesp
9047,9047,telescopic,10,10,telestepir,10,tɛlᵻskɑːpɪk,tɛlᵻstɛpɪɹ,ɑtsɪpklkːɛᵻ,lɛttpɪɛᵻɹs,tːsɪkɛᵻɑklp,ɛɪslɹᵻpttɛ,ɛkplːɑᵻtɪsk,tpɛɪᵻstlɹɛ,pːɪɛlskkɑᵻt,sɛttɛlpɪɹᵻ,lpsːᵻɛktɑɪk,ptɛɛtlɹsᵻɪ
9048,9048,televise,8,7,telovase,7,tɛlᵻvaɪz,tɛləveɪs,ɪᵻavtɛlz,əvesɪltɛ,vᵻzɪtɛla,evltɪəɛs,ᵻzɛvɪatl,lɪtvəɛse,vɪɛalzᵻt,ɪlvɛəest,vtazlᵻɛɪ,stɪəlevɛ
9049,9049,television,10,9,telebitive,9,tɛlᵻvɪʒən,tɛlᵻbᵻtɪv,ɪnəɛʒvltᵻ,tᵻɪtɛlbvᵻ,vtʒnlɪəɛᵻ,ᵻtɛtᵻɪvbl,tnəɪʒlᵻvɛ,ɪlᵻtvbtɛᵻ,ᵻʒɛlvətnɪ,ᵻᵻbɪɛttlv,lʒᵻɪəntvɛ,ᵻbtvᵻltɪɛ
9050,9050,tell,4,3,tesh,3,tɛl,tɛʃ,ltɛ,tʃɛ,tɛl,ɛtʃ,tɛl,tʃɛ,lɛt,ɛtʃ,ɛlt,tɛʃ
9051,9051,temper,6,6,tomfer,6,tɛmpɚ,tɑːmfɚ,mpɚɛt,ːtfɚɑm,mtɛɚp,ːɑmtɚf,mtɚɛp,ɚːɑftm,mɛɚtp,ːɚɑfmt,mɚpɛt,ɑfmɚtː
9052,9052,temperament,11,11,temporozint,11,tɛmpɹəmənt,tɛmpɔːɹɑːzɪnt,tpəɹtmnɛmə,nːɛtːzmtɹɔɑpɪ,əmtɛmptəɹn,ɪpɹɔmttːnzːɑɛ,ɹətpɛməmtn,znɪtːɔːɑpmɹtɛ,əɛntmtmɹəp,ɛːɹɪmtzɑːptɔn,tətnɛpmməɹ,ːɪtnɛɑːpɹmɔzt
9053,9053,temperamental,13,12,temperamindal,13,tɛmpɹəmɛntəl,tɛmpɚɹæmaɪndəl,nəptɛɹmɛmtəl,əɹɚnpmɛdtlmɪæa,ɹəmmɛtənlptɛ,mæɹɛaətldɚpmɪn,məɛlpɹmɛntət,æɛmldɪnptɹmaəɚ,ɛtmnəətlɛɹmp,lɛpnɚmdæaɹmɪtə,tətɛmmnəplɛɹ,əɚtmdmlpaɪɹnɛæ
9054,9054,temperate,9,8,temporase,8,tɛmpɚɹət,tɛmpɔːɹeɪz,ɛtpɹməɚt,ɪmeɛtzpːɔɹ,ɹptɛɚtəm,tːzeɹmɪpɔɛ,tpɹəɛmɚt,ɛpɔtezmːɪɹ,əɚtpmɛtɹ,ɪzeɔɛpːɹtm,mɹtɚəpɛt,eɹɔɛzmtpːɪ
9055,9055,temperature,11,10,temporotude,11,tɛmpɹɪtʃɚ,tɛmpɔːɹɑːɾuːd,ɪtmɚʃpɹɛt,ɔmptːːɾɛːɑudɹ,pɛtɪɹɚʃtm,ɑuːtɹːːpɾmɔdɛ,mɛttpɚʃɹɪ,ɹːɾɑɛpdtːɔumː,tmtɹɚɪɛpʃ,pɑɾduːːːtɔmɹɛ,ɚɛtʃɪptmɹ,dpɔːuɹɛɑmːtːɾ
9056,9056,tempest,7,7,tumbest,7,tɛmpɪst,tʌmɪst,tɛptsmɪ,ʌmtsɪt,tstɛpmɪ,ɪmʌtst,spɛɪtmt,ttɪʌms,sttɛmɪp,ɪsʌmtt,pɪtmsɛt,ɪmʌtst
9057,9057,temple,6,6,tomble,6,tɛmpəl,tuːməl,təmpɛl,tməlːu,ləɛtpm,ːmlutə,mptəlɛ,təːmlu,ətlɛpm,ːtuəlm,təlɛmp,ltːməu
9058,9058,temporal,8,8,tempatal,8,tɛmpɚɹəl,tɛmpæɾəl,ɹtləɛmpɚ,pæltɾəmɛ,ɚɹtɛlmpə,æɛtmpɾəl,əlpɹɚɛmt,plmɾəɛæt,ɚɛlmɹəpt,məɾɛtlpæ,ɹəpɛtmɚl,plætməɛɾ
9059,9059,temporarily,11,11,temporatomy,11,tɛmpɚɹɛɹᵻli,tɛmpɔːɹæɾəmi,ɹtipɚɹlɛmɛᵻ,mɛɔəɾimæpːtɹ,ɚmlɹɛɛpᵻiɹt,ɔmɛæɾəɹːpmti,lɹɛɚᵻtmɛpiɹ,ːipɔəmɾɛɹtæm,miɚptᵻlɛɹɹɛ,ɛəɾmæːɹimpɔt,tɚlɛmpiɹɹᵻɛ,æiːpɾɔɹmtməɛ
9060,9060,temporary,9,9,temtonary,9,tɛmpɚɹɛɹi,tɛmtənɛɹi,mɛiɹɛtɹɚp,tɛitnɹməɛ,ɹɹpɛtiɚmɛ,tɛntmɹəɛi,tpɹɚɛɹimɛ,əntmtɛɹɛi,ɹpimɛɚɛtɹ,əiɛɹnɛmtt,ɹtɛpɚimɹɛ,iɹnətɛtmɛ
9061,9061,tempt,5,5,telsh,4,tɛmpt,tɛlʃ,pɛttm,tʃɛl,mtɛtp,tɛlʃ,tptɛm,ɛtlʃ,ɛmttp,tʃlɛ,tpmɛt,tʃlɛ
9062,9062,temptation,10,9,temptotoon,9,tɛmpteɪʃən,tɛmptətuːn,ɪpnʃteəɛtm,ɛttpːtməun,ʃtəɪnmɛtep,mtptnːəɛut,ɛtpetnəmɪʃ,mtnːɛəpttu,tetɪʃəmɛpn,ttɛpmːuntə,təɪnptʃɛme,nɛəutːtptm
9063,9063,ten,3,3,tinth,4,tɛn,tɪnθ,nɛt,nɪθt,tnɛ,θɪnt,nɛt,ntɪθ,tnɛ,nɪtθ,tɛn,ɪtθn
9064,9064,tenant,6,6,tonash,5,tɛnənt,tɑːnæʃ,tɛnntə,ænːtʃɑ,təɛnnt,ʃnætɑː,ɛnnətt,ːtɑæʃn,ɛtəntn,æʃntːɑ,nttənɛ,ʃæntɑː
9065,9065,tend,4,4,tert,4,tɛnd,tɜːt,dɛnt,tɜtː,dɛtn,tɜːt,nɛdt,ɜtːt,ndɛt,tɜtː,ɛtnd,ːɜtt
9066,9066,tendency,8,8,tendinry,8,tɛndənsi,tɛndɪnɹi,nɛtəisnd,ɪtnniɛɹd,nnsditɛə,tɪɹɛdnni,nənɛsitd,nnɪɛtɹid,ntɛdsniə,iɛɹnndɪt,ɛəntdnis,ɹnintdɪɛ
9067,9067,tender,6,6,tanzer,6,tɛndɚ,tænzɚ,dɛɚnt,æɚntz,nɚdtɛ,ætɚnz,dɚtnɛ,æztnɚ,ɚtdɛn,nɚztæ,ntɚdɛ,ɚtnæz
9068,9068,tenderfoot,10,9,tendormoot,9,tɛndɚfʊt,tɛndɔːɹmuːt,tntdʊfɛɚ,uːɹnɛdtɔtmː,tftnɚɛdʊ,tuːdɔɹːnmɛt,ɚɛtfʊtnd,nɹːːɔdutɛtm,tnɛtdɚʊf,ːɹdmtːuntɛɔ,ʊtdtnɚfɛ,ɔːtnɛɹːtmud
9069,9069,tenderhearted,13,12,tenberhounter,11,tɛndɚhɑːɹɾᵻd,tɛnbɚhaʊntɚ,ːɾnɛɹɑɚthᵻdd,hntatʊɛɚnbɚ,ɑdɾᵻntɛhdɚːɹ,tbʊtnnaɚɚɛh,hɛᵻɹːɾɑdɚdnt,tnnbhaɚtɛʊɚ,ɾɛdɹtɑɚhᵻnːd,ɛtɚnɚtabhnʊ,dhᵻɚndɾɑɹtɛː,tɚbanɛɚtnʊh
9070,9070,tenderize,9,8,tendorase,8,tɛndɚɹaɪz,tɛndɔːɹeɪz,aɪɹɛntzɚd,nːzeɛɔtdɪɹ,ɛɪɚztɹnad,ɔedːzɪnɹɛt,nɛdɹtɚaɪz,ɹːɔdɪɛentz,zɪndtɚaɹɛ,ɪɛenzɔɹdːt,nɚaɛtɹzdɪ,ɪdɔneɹtːɛz
