,word_us,word_length,n_phon,nonword,n_phon_nw,Unnamed: 5,ipa_words,ipa_nonwords
8174,side,4,3,jide,3,,saɪd,dʒaɪd
8175,siding,6,5,soding,5,,saɪdɪŋ,soʊdɪŋ
8176,sierra,6,5,siemma,5,,siːɛɹə,siːmə
8177,sift,4,4,sirk,4,,sɪft,sɜːk
8178,sigh,4,2,sirm,4,,saɪ,sɜːm
8179,sight,5,3,jight,3,,saɪt,dʒaɪt
8180,sign,4,3,jine,3,,saɪn,dʒaɪn
8181,signal,6,6,sogmal,6,,sɪɡnəl,sɑːɡməl
8182,signature,9,8,signutare,8,,sɪɡnɪtʃɚ,sɪɡnuːtɛɹ
8183,signboard,9,7,sernbeard,8,,saɪnbɔːɹd,sɜːnbɪɹd
8184,significance,12,11,signiticants,12,,sɪɡnɪfɪkəns,sɪɡnɪtɪkənts
8185,signification,13,12,signiforalion,13,,sɪɡnɪfɪkeɪʃən,sɪɡnɪfɔːɹæliən
8186,signify,7,7,signory,7,,sɪɡnᵻfaɪ,sɪnjɔːɹi
8187,signpost,8,7,sernpist,8,,saɪnpoʊst,sɜːnpɪst
8188,silence,7,6,solenes,6,,saɪləns,soʊliːnz
8189,silent,6,6,solert,6,,saɪlənt,soʊlɜːt
8190,silhouette,10,6,silhonitte,7,,sɪlʊwɛt,sɪlhənɪt
8191,silicon,7,7,silocun,7,,sɪlɪkən,saɪləkʌn
8192,silk,4,4,sisk,4,,sɪlk,sɪsk
8193,silly,5,4,sibby,4,,sɪli,sɪbi
8194,silver,6,6,sulmer,6,,sɪlvɚ,sʌlmɚ
8195,silverware,10,9,silvarwale,9,,sɪlvɚwɛɹ,sɪlvɑːɹweɪl
8196,similar,7,7,simolan,7,,sɪmɪlɚ,sɪməlæn
8197,similarity,10,10,similorany,10,,sɪmɪlæɹᵻɾi,sɪmɪlɔːɹəni
8198,similarly,9,9,similandy,9,,sɪmɪlɚli,sɪmɪləndi
8199,simile,6,6,simote,6,,sɪmɪli,sɪmoʊt
8200,simmer,6,5,siller,5,,sɪmɚ,sɪlɚ
8201,simple,6,6,sumgle,6,,sɪmpəl,sʌmɡəl
8202,simplicity,10,10,simprocily,10,,sɪmplɪsᵻɾi,sɪmpɹəsili
8203,simplification,14,13,simplifomalion,14,,sɪmplɪfɪkeɪʃən,sɪmplɪfəmæliən
8204,simplify,8,8,simplory,8,,sɪmplᵻfaɪ,sɪmplɚɹi
8205,simulate,8,8,simolale,7,,sɪmjʊleɪt,sɪməleɪl
8206,simulation,10,10,simunative,10,,sɪmjʊleɪʃən,sɪmənətɪv
8207,simultaneous,12,11,simultinuian,12,,saɪməlteɪniəs,saɪməltɪnuːiən
8208,sin,3,3,zidge,3,,sɪn,zɪdʒ
8209,since,5,4,sinch,4,,sɪns,sɪntʃ
8210,sincere,7,6,sancede,6,,sɪnsɪɹ,sænsiːd
8211,sing,4,3,sint,4,,sɪŋ,sɪnt
8212,single,6,6,sunkle,6,,sɪŋɡəl,sʌŋkəl
8213,singular,8,9,singofar,8,,sɪŋɡjʊlɚ,sɪŋɡəfɑːɹ
8214,singularity,11,12,singulorany,11,,sɪŋɡjʊlæɹᵻɾi,sɪŋɡjʊlɔːɹəni
8215,singularly,10,11,sinmutancy,11,,sɪŋɡjʊlɚli,sɪnmjuːtənsi
8216,sinister,8,8,sinosper,8,,sɪnɪstɚ,sɪnɑːspɚ
8217,sink,4,4,soonk,4,,sɪŋk,suːŋk
8218,sinus,5,5,sunis,5,,saɪnəs,suːniz
8219,sip,3,3,sup,3,,sɪp,sʌp
8220,sir,3,3,serth,4,,sɜː,sɜːθ
8221,siren,5,5,sorin,5,,saɪɹən,sɔːɹɪn
8222,sirloin,7,6,sorlein,6,,sɜːlɔɪn,sɔːɹlaɪn
8223,sister,6,6,susper,6,,sɪstɚ,səspɜː
8224,sit,3,3,souge,3,,sɪt,saʊdʒ
8225,situated,8,9,situaper,9,,sɪtʃuːeɪɾᵻd,sɪɾuːeɪpɚ
8226,situation,9,9,situanium,9,,sɪtʃuːeɪʃən,sɪɾuːeɪniəm
8227,six,3,4,sersh,4,,sɪks,sɜːʃ
8228,sixteen,7,7,suxtoon,7,,sɪkstiːn,sʌkstuːn
8229,sixty,5,6,sifry,5,,sɪksti,sɪfɹi
8230,sizable,7,7,sizeabro,7,,saɪzəbəl,saɪziːbɹoʊ
8231,size,4,3,soze,3,,saɪz,soʊz
8232,sizzle,6,5,siggle,5,,sɪzəl,sɪɡəl
8233,skate,5,4,skake,4,,skeɪt,skeɪk
8234,skateboard,10,8,skotebeard,8,,skeɪtbɔːɹd,skoʊtbɪɹd
8235,skeleton,8,7,skelotin,8,,skɛlᵻtən,skɛlətɪn
8236,skeptic,7,7,sciptid,7,,skɛptɪk,sɪptɪd
8237,sketch,6,4,skutch,4,,skɛtʃ,skʌtʃ
8238,ski,3,3,smi,3,,skiː,smaɪ
8239,skid,4,4,smid,4,,skɪd,smɪd
8240,skill,5,4,skick,4,,skɪl,skɪk
8241,skillet,7,6,smillit,6,,skɪlɪt,smɪlɪt
8242,skim,4,4,skig,4,,skɪm,skɪɡ
8243,skimp,5,5,skile,4,,skɪmp,skaɪl
8244,skin,4,4,snin,4,,skɪn,snɪn
8245,skintight,9,7,skantauht,7,,skɪntaɪt,skæntɔːht
8246,skip,4,4,skap,4,,skɪp,skæp
8247,skipper,7,6,skiffer,6,,skɪpɚ,skɪfɚ
8248,skirt,5,5,skith,4,,skɜːt,skɪθ
8249,skis,4,4,skir,4,,skiːz,skɜː
8250,skit,4,4,skite,4,,skɪt,skaɪt
8251,skunk,5,5,smunk,5,,skʌŋk,smʌŋk
8252,sky,3,3,skoy,3,,skaɪ,skɔɪ
8253,skyscraper,10,10,skyscripen,10,,skaɪskɹeɪpɚ,skaɪskɹaɪpən
8254,slab,4,4,spab,4,,slæb,spæb
8255,slack,5,4,slans,5,,slæk,slænz
8256,slacken,7,6,spicken,6,,slækən,spɪkən
8257,slain,5,4,sloin,4,,sleɪn,slɔɪn
8258,slam,4,4,slar,4,,slæm,slɑːɹ
8259,slander,7,7,snindet,7,,slændɚ,snɪndɪt
8260,slang,5,4,slaws,4,,slæŋ,slɔːz
8261,slant,5,5,spant,5,,slænt,spænt
8262,slap,4,4,slup,4,,slæp,slʌp
8263,slash,5,4,sloosh,4,,slæʃ,sluːʃ
8264,slate,5,4,slote,4,,sleɪt,sloʊt
8265,slaughter,9,6,slonchper,8,,slɔːɾɚ,slɑːntʃpɚ
8266,slave,5,4,slare,4,,sleɪv,slɛɹ
8267,slavery,7,7,slavemy,7,,sleɪvɚɹi,sleɪvmi
8268,Slavic,6,6,Spivic,6,,slɑːvɪk,spɪvɪk
8269,slaw,4,3,slouse,4,,slɔː,slaʊs
8270,sleazy,6,5,sweaky,5,,sliːzi,swiːki
8271,sled,4,4,slud,4,,slɛd,slʌd
8272,sledge,6,4,slence,5,,slɛdʒ,slɛns
8273,sledgehammer,12,9,sledgehadder,9,,slɛdʒhæmɚ,slɛdʒhædɚ
8274,sleek,5,4,slook,4,,sliːk,slʊk
8275,sleep,5,4,sleen,4,,sliːp,sliːn
8276,sleeve,6,4,sleems,5,,sliːv,sliːmz
8277,sleigh,6,3,sloy,3,,sleɪ,slɔɪ
8278,sleight,7,4,slidge,4,,slaɪt,slɪdʒ
8279,slender,7,7,snunded,7,,slɛndɚ,snʌndᵻd
8280,slept,5,5,slelf,5,,slɛpt,slɛlf
8281,slice,5,4,slirk,5,,slaɪs,slɜːk
8282,slicker,7,6,slucker,6,,slɪkɚ,slʌkɚ
8283,slid,4,4,sloid,4,,slɪd,slɔɪd
8284,slide,5,4,slude,4,,slaɪd,sluːd
8285,sliding,7,6,sluding,6,,slaɪdɪŋ,sluːdɪŋ
8286,slim,4,4,slig,4,,slɪm,slɪɡ
8287,slime,5,4,slome,4,,slaɪm,sloʊm
8288,sling,5,4,sping,4,,slɪŋ,spɪŋ
8289,slingshot,9,7,slangshut,7,,slɪŋʃɑːt,slæŋʃʌt
8290,slip,4,4,sloith,4,,slɪp,slɔɪθ
8291,slipknot,8,7,slapknit,7,,slɪpnɑːt,slæpnɪt
8292,slipper,7,6,sliffer,6,,slɪpɚ,slɪfɚ
8293,slippers,8,7,slitters,7,,slɪpɚz,slɪɾɚz
8294,slippery,8,7,slippeny,7,,slɪpɚɹi,slɪpɛni
8295,slit,4,4,slin,4,,slɪt,slɪn
8296,slither,7,6,sluther,7,,slɪðɚ,slʌðɚ
8297,sliver,6,6,sluver,6,,slɪvɚ,sluːvɚ
8298,slobber,7,6,slodder,6,,slɑːbɚ,slɑːdɚ
8299,slope,5,4,slipe,4,,sloʊp,slaɪp
8300,sloppy,6,5,sloddy,5,,slɑːpi,slɑːdi
8301,slot,4,4,slet,4,,slɑːt,slɛt
8302,slouch,6,4,slooch,4,,slaʊtʃ,sluːtʃ
8303,slow,4,3,slau,3,,sloʊ,slaʊ
8304,slug,4,4,sloog,4,,slʌɡ,sluːɡ
8305,slum,4,4,spum,4,,slʌm,spʌm
8306,slumber,7,7,slurger,7,,slʌmbɚ,slɜːdʒɚ
8307,slump,5,5,slimp,5,,slʌmp,slɪmp
8308,slur,4,4,slursh,5,,slɜː,slɜːʃ
8309,slut,4,4,slun,4,,slʌt,slʌn
8310,sly,3,3,slish,4,,slaɪ,slɪʃ
8311,smack,5,4,smook,4,,smæk,smʊk
8312,small,5,4,smill,4,,smɔːl,smɪl
8313,smart,5,5,smace,4,,smɑːɹt,smeɪs
8314,smash,5,4,smank,5,,smæʃ,smæŋk
8315,smear,5,4,smead,4,,smɪɹ,smiːd
8316,smell,5,4,smegs,5,,smɛl,smɛɡz
8317,smelled,7,5,skelled,5,,smɛld,skɛld
8318,smile,5,4,smike,4,,smaɪl,smaɪk
8319,smirk,5,5,smirch,5,,smɜːk,smɜːtʃ
8320,smith,5,4,zich,3,,smɪθ,zɪtʃ
8321,smoke,5,4,smofe,4,,smoʊk,smoʊf
8322,smooth,6,4,smoose,4,,smuːð,smuːs
8323,smother,7,6,smizzer,6,,smʌðɚ,smɪzɚ
8324,smudge,6,4,smedge,4,,smʌdʒ,smɛdʒ
8325,smug,4,4,skug,4,,smʌɡ,skʌɡ
8326,smuggle,7,6,smupple,6,,smʌɡəl,smʌpəl
8327,smut,4,4,smum,4,,smʌt,smʌm
8328,snack,5,4,snock,4,,snæk,snɑːk
8329,snag,4,4,snig,4,,snæɡ,snɪɡ
8330,snail,5,4,snain,4,,sneɪl,sneɪn
8331,snake,5,4,snate,4,,sneɪk,sneɪt
8332,snap,4,4,snop,4,,snæp,snɑːp
8333,snare,5,4,snave,4,,snɛɹ,sneɪv
8334,snarl,5,5,snabe,4,,snɑːɹl,sneɪb
8335,snatch,6,4,snotch,4,,snætʃ,snɑːtʃ
8336,sneak,5,4,sweak,4,,sniːk,swiːk
8337,sneaker,7,6,snealer,6,,sniːkɚ,sniːlɚ
8338,sneer,5,4,sneeg,4,,snɪɹ,sniːɡ
8339,sneeze,6,4,sneege,4,,sniːz,sniːdʒ
8340,snicker,7,6,snucker,6,,snɪkɚ,snʌkɚ
8341,sniff,5,4,snoff,4,,snɪf,snɑːf
8342,sniffle,7,6,snittle,6,,snɪfəl,snɪɾəl
8343,snitch,6,4,snutch,4,,snɪtʃ,snʌtʃ
8344,snob,4,4,snoy,3,,snɑːb,snɔɪ
8345,snoop,5,4,snool,4,,snuːp,snuːl
8346,snooze,6,4,snooge,4,,snuːz,snuːdʒ
8347,snore,5,4,snove,4,,snɔːɹ,snoʊv
8348,snorkel,7,7,sworfel,7,,snɔːɹkəl,swɜːfəl
8349,snort,5,5,snirt,5,,snɔːɹt,snɜːt
8350,snow,4,3,snong,4,,snoʊ,snɑːŋ
8351,snuggle,7,6,snuttle,6,,snʌɡəl,snʌɾəl
8352,soak,4,3,sove,3,,soʊk,soʊv
8353,soap,4,3,soath,3,,soʊp,soʊθ
8354,soar,4,3,soam,3,,sɔːɹ,soʊm
8355,sob,3,3,zob,3,,sɑːb,zɑːb
8356,sober,5,5,saben,5,,soʊbɚ,seɪbən
8357,soccer,6,5,sopper,5,,sɑːkɚ,sɑːpɚ
8358,sociability,11,10,sociabolamy,11,,soʊʃiəbɪlᵻɾi,soʊʃiəbɑːlæmi
8359,sociable,8,7,socintle,8,,soʊʃiəbəl,sɑːsɪntəl
8360,sociably,8,7,socintly,8,,soʊʃiəbli,sɑːsɪntli
8361,social,6,5,sodial,6,,soʊʃəl,soʊdɪəl
8362,socialistic,11,10,sonialictis,11,,soʊʃəlɪstɪk,soʊnɪɐlɪktiz
8363,socialization,13,11,socialoramion,12,,soʊʃəlᵻzeɪʃən,soʊʃəlɔːɹæmiən
8364,socialize,9,7,socianase,7,,soʊʃəlaɪz,soʊʃiəneɪs
8365,society,7,7,sopieny,7,,səsaɪəɾi,soʊpiəni
8366,sociology,9,9,socialiny,9,,soʊsɪɑːlədʒi,soʊʃəlɪni
8367,sock,4,3,sosh,3,,sɑːk,sɑːʃ
8368,socket,6,5,sicket,5,,sɑːkɪt,sɪkɪt
8369,socks,5,4,soves,4,,sɑːks,soʊvz
8370,sod,3,3,som,3,,sɑːd,sɑːm
8371,soda,4,4,sudo,4,,soʊdə,suːdoʊ
8372,sodium,6,6,soriom,6,,soʊdiəm,sɔːɹɪəm
8373,sofa,4,4,safo,4,,soʊfə,sɑːfoʊ
8374,soft,4,4,joft,4,,sɔft,dʒɔft
8375,softball,8,7,siftbull,7,,sɔftbɔːl,sɪftbʊl
8376,soften,6,5,sopter,6,,sɔfən,sɑːptɚ
8377,soggy,5,4,soffy,4,,sɑːɡi,sɑːfi
8378,soil,4,3,soin,3,,sɔɪl,sɔɪn
8379,sol,3,3,zorl,4,,sɑːl,zɔːɹl
8380,solar,5,5,suler,5,,soʊlɚ,suːlɚ
8381,sold,4,4,solsh,4,,soʊld,sɑːlʃ
8382,soldier,7,6,suldien,7,,soʊldʒɚ,sʌldiən
8383,solely,6,5,salely,4,,soʊlli,seɪlli
8384,solemn,6,5,salern,6,,sɑːləm,sælɚn
8385,solemnly,8,7,solimnry,8,,sɑːləmli,sɑːlɪmnɹi
8386,soles,5,4,sodes,4,,soʊlz,soʊdz
8387,solid,5,5,sarid,5,,sɑːlɪd,sɑːɹɹɪd
8388,solidarity,10,10,solidorony,10,,sɑːlɪdæɹᵻɾi,sɑːlɪdɔːɹəni
8389,solidify,8,8,somidiry,8,,səlɪdᵻfaɪ,sɑːmɪdaɪɚɹi
8390,solidity,8,8,somidipy,8,,səlɪdᵻɾi,sɑːmɪdɪpi
8391,solidly,7,7,soludry,7,,sɑːlɪdli,sɑːljuːdɹi
8392,solitaire,9,7,solotaive,7,,sɑːlɪtɛɹ,sɑːləteɪv
8393,solo,4,4,sula,4,,soʊloʊ,suːlə
8394,solubility,10,11,solubolamy,11,,sɑːljuːbɪlᵻɾi,sɑːljuːbɑːlæmi
8395,soluble,7,8,solomle,7,,sɑːljuːbəl,sɑːlɑːməl
8396,solution,8,7,solotoon,7,,səluːʃən,sɑːlətuːn
8397,solve,5,4,soits,4,,sɑːlv,sɔɪts
8398,somebody,8,7,somebory,7,,sʌmbɑːdi,sʌmbɚɹi
8399,someday,7,5,samedar,6,,sʌmdeɪ,seɪmdɑːɹ
8400,somersault,10,9,somorfault,10,,sʌməsɔlt,sɑːmɔːɹfɔlt
8401,something,9,6,samethint,7,,sʌmθɪŋ,sæmɪθɪnt
8402,son,3,3,suv,3,,sʌn,ɛsjuːviː
8403,sonar,5,5,sanam,5,,soʊnɑːɹ,sænɑːm
8404,song,4,3,zooth,3,,sɔŋ,zuːθ
8405,soon,4,3,sorth,4,,suːn,sɔːɹθ
8406,soot,4,3,suk,3,,sʊt,sʌk
8407,soothe,6,3,soobed,4,,suːð,suːbd
8408,sophisticated,13,12,sophistocuten,12,,səfɪstᵻkeɪɾᵻd,sɑːfɪstɑːkjuːʔn̩
8409,soprano,7,7,soprinu,7,,səpɹɑːnoʊ,sɑːpɹɪnuː
8410,sorcery,7,7,sorpery,7,,sɔːɹsɚɹi,sɔːɹpɚɹi
8411,sorority,8,8,soporiny,8,,sɔːɹɔːɹᵻɾi,sɑːpɔːɹɪni
8412,sorrow,6,4,sommow,4,,sɑːɹoʊ,sɑːmoʊ
8413,sorry,5,4,sommy,4,,sɑːɹi,sɑːmi
8414,sort,4,4,zert,4,,sɔːɹt,zɜːt
8415,sought,6,3,sounce,4,,sɔːt,saʊns
8416,sound,5,4,souch,3,,saʊnd,saʊtʃ
8417,soup,4,3,soip,3,,suːp,sɔɪp
8418,sour,4,4,souf,3,,saʊɚ,suːf
8419,source,6,4,smooce,4,,sɔːɹs,smuːs
8420,south,5,3,saith,3,,saʊθ,seɪθ
8421,southeast,9,6,seetheist,6,,saʊθiːst,siːθiːɪst
8422,southern,8,6,seetherd,6,,sʌðɚn,siːðɜːd
8423,southward,9,7,seethwack,6,,saʊθwɚd,siːθwæk
8424,southwest,9,7,seethwert,7,,saʊθwɛst,siːθwɚt
8425,souvenir,8,7,souvomir,7,,suːvənɪɹ,suːvəmɪɹ
8426,sovereign,9,7,sovereach,7,,sɑːvɚɹɪn,soʊvɚɹiːtʃ
8427,soviet,6,6,soriem,6,,soʊviət,sɔːɹɪm
8428,soy,3,2,sry,3,,sɔɪ,ɛsɑːɹwaɪ
8429,spa,3,3,spo,3,,spɑː,spoʊ
8430,space,5,4,spage,4,,speɪs,speɪdʒ
8431,spaceship,9,7,spiceshap,7,,speɪsʃɪp,spaɪsʃæp
8432,spacious,8,6,sladrous,7,,speɪʃəs,slædɹəs
8433,spade,5,4,spood,4,,speɪd,spuːd
8434,spaghetti,9,7,spaghezzi,7,,spɐɡɛɾi,spæɡhɛzi
8435,span,4,4,spep,4,,spæn,spɛp
8436,Spaniard,8,8,Spinaord,8,,spænɪɚd,spɪneɪɔːɹd
8437,spaniel,7,7,spariet,7,,spænjəl,spæɹiət
8438,Spanish,7,6,slinist,7,,spænɪʃ,slɪnɪst
8439,spank,5,5,spags,5,,spæŋk,spæɡz
8440,spare,5,4,spowth,4,,spɛɹ,spaʊθ
8441,sparing,7,6,shanint,6,,spɛɹɪŋ,ʃænɪnt
8442,spark,5,5,sparth,5,,spɑːɹk,spɑːɹθ
8443,sparkle,7,7,spantle,7,,spɑːɹkəl,spæntəl
8444,sparrow,7,5,spannow,5,,spæɹoʊ,spænoʊ
8445,sparse,6,5,slarse,5,,spɑːɹs,slɑːɹs
8446,spasm,5,6,spism,6,,spæzəm,spɪzəm
8447,spastic,7,7,spistid,7,,spæstɪk,spɪstɪd
8448,spat,4,4,spaf,4,,spæt,spæf
8449,spatial,7,6,spotian,7,,speɪʃəl,spoʊʃən
8450,spatter,7,6,spaffer,6,,spæɾɚ,spæfɚ
8451,spatula,7,7,spatuna,7,,spætʃələ,spætuːnə
8452,spawn,5,4,spalt,5,,spɔːn,spɔlt
8453,speak,5,4,speath,4,,spiːk,spiːθ
8454,spear,5,4,spoif,4,,spɪɹ,spɔɪf
8455,special,7,6,spocian,6,,spɛʃəl,spoʊʃiən
8456,specialization,14,12,specialoramion,13,,spɛʃəlᵻzeɪʃən,spɛʃəlɔːɹæmiən
8457,specialty,9,8,specianry,9,,spɛʃəlɾi,spiːʃiənɹi
8458,species,7,6,spamies,6,,spiːsiːz,speɪmiz
8459,specific,8,8,specinic,8,,spəsɪfɪk,spɛsɪnɪk
8460,specification,13,12,speciforalion,13,,spɛsɪfɪkeɪʃən,spɛsɪfɔːɹæliən
8461,specify,7,7,specory,7,,spɛsᵻfaɪ,spɛkɚɹi
8462,specimen,8,8,specuren,9,,spɛsɪmən,spɛkjʊɹɹən
8463,speck,5,4,spelk,5,,spɛk,spɛlk
8464,spectacle,9,9,spectople,9,,spɛktəkəl,spɛktɑːpəl
8465,spectacular,11,12,spectamuber,11,,spɛktækjʊlɚ,spɛktɐmjuːbɚ
8466,spectator,9,9,spectopor,9,,spɛkteɪɾɚ,spɛktɑːpɚ
8467,spectrum,8,8,spictram,8,,spɛktɹəm,spɪktɹæm
8468,speculate,9,9,specolale,8,,spɛkjʊleɪt,spɛkəleɪl
8469,speculation,11,11,specuranion,12,,spɛkjʊleɪʃən,spɛkjʊɹɹæniən
8470,speculative,11,11,specurasive,11,,spɛkjʊlətɪv,spɛkjʊɹɹeɪsɪv
8471,speech,6,4,spouch,4,,spiːtʃ,spaʊtʃ
8472,speed,5,4,spowd,4,,spiːd,spaʊd
8473,speedometer,11,10,speedorener,10,,spiːdɑːmɪɾɚ,spiːdəɹənɚ
8474,speedway,8,6,speelray,6,,spiːdweɪ,spiːlɹeɪ
8475,spell,5,4,spoll,4,,spɛl,spɑːl
8476,spend,5,5,spong,4,,spɛnd,spʌŋɡ
8477,spent,5,5,spint,5,,spɛnt,spɪnt
8478,sperm,5,5,sporm,5,,spɜːm,spɔːɹm
8479,spew,4,4,spow,3,,spjuː,spaʊ
8480,sphere,6,4,schere,4,,sfɪɹ,ʃɪɹ
8481,spherical,9,8,spheromal,8,,sfɛɹɪkəl,sfɛɹɑːməl
8482,sphinx,6,6,sphign,4,,sfɪŋks,sfaɪn
8483,spice,5,4,spirk,4,,spaɪs,spɜːk
8484,spider,6,6,spuden,6,,spaɪdɚ,spjuːdən
8485,spike,5,4,slike,4,,spaɪk,slaɪk
8486,spill,5,4,sposh,4,,spɪl,spɑːʃ
8487,spilled,7,5,spigged,5,,spɪld,spɪɡd
8488,spilt,5,5,zilt,4,,spɪlt,zɪlt
8489,spin,4,4,spanch,5,,spɪn,spæntʃ
8490,spinach,7,6,spanape,6,,spɪnɪtʃ,spæneɪp
8491,spinal,6,5,spumal,6,,spaɪnəl,spjuːməl
8492,spine,5,4,sline,4,,spaɪn,slaɪn
8493,spinster,8,8,spunstem,8,,spɪnstɚ,spʌnstəm
8494,spiral,6,6,spomal,6,,spaɪɚɹəl,spoʊməl
8495,spirit,6,6,spovid,6,,spɪɹɪt,spɑːvɪd
8496,spiritual,9,9,spirotean,8,,spɪɹɪtʃuːəl,spɪɹoʊtiən
8497,spirituality,12,12,spirinuaripy,13,,spɪɹɪtʃuːælᵻɾi,spɪɹɪnuːɑːɹɹɪpi
8498,spiritualize,12,12,spiritoatics,12,,spɪɹɪtʃuːəlaɪz,spɪɹɪtoʊɾɪks
8499,spirituous,10,9,spiropious,9,,spɪɹɪtʃuːəs,spɪɹoʊpiəs
8500,spit,4,4,spish,4,,spɪt,spɪʃ
8501,spite,5,4,spodge,4,,spaɪt,spɑːdʒ
8502,splash,6,5,splank,6,,splæʃ,splæŋk
8503,splatter,8,7,splitten,7,,splæɾɚ,splɪʔn̩
8504,spleen,6,5,spleek,5,,spliːn,spliːk
8505,splendid,8,8,splindad,8,,splɛndɪd,splɪndæd
8506,splendor,8,8,splindon,8,,splɛndɚ,splɪndən
8507,splice,6,5,spling,5,,splaɪs,splɪŋ
8508,splint,6,6,splant,6,,splɪnt,splænt
8509,splinter,8,8,splenten,8,,splɪntɚ,splɛnʔn̩
8510,split,5,5,spliep,6,,splɪt,spliːp
8511,splurge,7,6,splorge,6,,splɜːdʒ,splɔːɹdʒ
8512,spoil,5,4,spoin,4,,spɔɪl,spɔɪn
8513,spoiled,7,5,sloiled,5,,spɔɪld,slɔɪld
8514,spoke,5,4,spote,4,,spoʊk,spoʊt
8515,spoken,6,6,spazen,6,,spoʊkən,speɪzən
8516,spokesman,9,8,spakesmen,8,,spoʊksmən,speɪksmɛn
8517,sponge,6,5,spenge,5,,spʌndʒ,spɛndʒ
8518,sponsor,7,7,spentor,7,,spɑːnsɚ,spɛntɔːɹ
8519,spontaneous,11,10,spontoreous,10,,spɑːnteɪniəs,spɑːntɔːɹiəs
8520,spontaneously,13,12,spondabeousty,12,,spɑːnteɪniəsli,spɑːndeɪbaʊsti
8521,spook,5,4,spoob,4,,spuːk,spuːb
8522,spool,5,4,spoog,4,,spuːl,spuːɡ
8523,spoon,5,4,spoop,4,,spuːn,spuːp
8524,sport,5,5,spoth,4,,spɔːɹt,spɑːθ
8525,sportsman,9,9,spartsmen,9,,spɔːɹtsmən,spɑːɹtsmɛn
8526,spot,4,4,spath,4,,spɑːt,spæθ
8527,spout,5,4,spoot,4,,spaʊt,spuːt
8528,sprain,6,5,sprail,5,,spɹeɪn,spɹeɪl
8529,sprang,6,5,sprank,6,,spɹæŋ,spɹæŋk
8530,sprawl,6,5,spralk,6,,spɹɔːl,spɹælk
8531,spray,5,4,shray,3,,spɹeɪ,ʃɹeɪ
8532,spread,6,5,spreat,5,,spɹɛd,spɹiːt
8533,spring,6,5,sproong,5,,spɹɪŋ,spɹuːŋ
8534,springtime,10,8,sprungtame,8,,spɹɪŋtaɪm,spɹʌŋteɪm
8535,sprinkle,8,8,spruntle,8,,spɹɪŋkəl,spɹʌntəl
8536,sprint,6,6,sprike,5,,spɹɪnt,spɹaɪk
8537,sprite,6,5,sprute,5,,spɹaɪt,spɹuːt
8538,sprout,6,5,spreet,5,,spɹaʊt,spɹiːt
8539,sprung,6,5,sprunk,6,,spɹʌŋ,spɹʌŋk
8540,spunk,5,5,spung,4,,spʌŋk,spʌŋ
8541,spur,4,4,spug,4,,spɜː,spʌɡ
8542,spurt,5,5,spurk,5,,spɜːt,spɜːk
8543,spy,3,3,spu,3,,spaɪ,spuː
8544,squad,5,5,squap,5,,skwɑːd,skwɑːp
8545,squadron,8,8,squatran,8,,skwɑːdɹən,skwɑːtɹæn
8546,square,6,5,squave,5,,skwɛɹ,skwɑːv
8547,squash,6,5,squank,6,,skwɑːʃ,skwɑːŋk
8548,squat,5,5,squit,5,,skwɑːt,skwɪt
8549,squawk,6,5,squaif,5,,skwɔːk,skweɪf
8550,squeak,6,5,spreak,5,,skwiːk,spɹiːk
8551,squeal,6,5,squif,5,,skwiːl,skwɪf
8552,squeamish,9,7,squearise,8,,skwiːmɪʃ,skwɪɹaɪz
8553,squeeze,7,5,squeech,5,,skwiːz,skwiːtʃ
8554,squid,5,5,shrid,4,,skwɪd,ʃɹɪd
8555,squint,6,6,squing,5,,skwɪnt,skwɪŋ
8556,squirm,6,6,squisk,6,,skwɜːm,skwɪsk
8557,squirrel,8,7,squippel,7,,skwɜːl,skwɪpɛl
8558,squirt,6,6,squift,6,,skwɜːt,skwɪft
8559,stab,4,4,stoth,4,,stæb,stɑːθ
8560,stability,9,9,stafilicy,9,,stəbɪlᵻɾi,stæfɪlɪsi
8561,stabilize,9,8,stabolase,8,,steɪbɪlaɪz,stæbəleɪz
8562,stabilizer,10,10,stabunizel,10,,steɪbəlaɪzɚ,stæbjuːnɪzəl
8563,stable,6,6,stuple,6,,steɪbəl,stuːpəl
8564,stack,5,4,stads,5,,stæk,stædz
8565,stadium,7,7,starion,7,,steɪdiəm,stɑːɹɹiən
8566,staff,5,4,stath,4,,stæf,stæθ
8567,stag,4,4,stig,4,,stæɡ,stɪɡ
8568,stage,5,4,starm,5,,steɪdʒ,stɑːɹm
8569,stagger,7,6,statter,6,,stæɡɚ,stæɾɚ
8570,staging,7,6,shigint,6,,steɪdʒɪŋ,ʃɪdʒɪnt
8571,stagnant,8,8,stignint,8,,stæɡnənt,stɪɡnɪnt
8572,stagnate,8,7,stignape,7,,stæɡneɪt,stɪɡneɪp
8573,stagnation,10,9,stagnotoon,9,,stæɡneɪʃən,stæɡnətuːn
8574,stain,5,4,stoin,4,,steɪn,stɔɪn
8575,stair,5,4,stooch,4,,stɛɹ,stuːtʃ
8576,stake,5,4,stabe,4,,steɪk,steɪb
8577,stale,5,4,stoil,4,,steɪl,stɔɪl
8578,stalk,5,4,starl,5,,stɔːk,stɑːɹl
8579,stalked,7,5,stooked,5,,stɔːkt,stʊkt
8580,stall,5,4,stast,5,,stɔːl,steɪst
8581,stallion,8,7,stappion,7,,stæliən,stæpiən
